listing_id,name,room_type_model,neighbourhood_model,capacity_bucket,actual_price,oof_predicted_price,oof_percent_above_expected,residual_signal_score,cluster,cluster_distance_percentile,gmm_anomaly_percentile,cluster_anomaly_score,cluster_adjusted_signal_score,availability_rate,reviews_last_365_days
1329870674954301747,Hill Country Homestead Estate | 3 Homes on 5 Acres,Entire home/apt,78737,7+ guests,2397.0,266.4545917532111,799.5904271074033,99.98044965786902,1,97.35092864125122,99.75562072336265,98.55327468230693,99.55229716520039,0.0657534246575342,0.0
1329347794841621372,Central large bright Downtown Austin,Private room,78703,3-4 guests,778.0,231.9191812135913,235.46168795908392,99.58944281524928,3,99.56011730205279,98.96383186705768,99.26197458455523,99.49120234604106,0.4931506849315068,0.0
50058508,Plush & comforting,Private room,78723,1-2 guests,1427.0,134.76518452618825,958.8788232042958,99.98826979472142,1,98.57282502443793,95.44477028347997,97.00879765395895,99.09442815249267,0.2410958904109589,0.0
36004894,Home 1,Private room,78717,1-2 guests,342.4,96.16053223474238,256.0712405003644,99.47214076246334,1,99.18866080156403,96.52003910068426,97.85434995112414,98.98680351906157,0.2273972602739726,0.0
1686647652004411820,Cozy home in NW Austin,Entire home/apt,78750,7+ guests,2464.58,294.8424206694812,735.8973564264681,99.95210166177908,1,99.21798631476051,94.12512218963832,96.67155425219941,98.96793743890518,1.0,0.0
1387754825227610158,Prime West Campus Apartment Near UT with Parking,Entire home/apt,78705,1-2 guests,105.4,49.85307423536376,111.421264619291,98.73198780978667,3,99.39393939393939,99.36461388074291,99.37927663734115,98.92617445805301,0.1917808219178082,1.0
1556173232192810817,Beautiful Yacht,Entire home/apt,78734,3-4 guests,942.0,277.56031663742834,239.38569151818496,99.77321603128055,3,95.05376344086022,98.52394916911045,96.78885630498533,98.87790811339198,1.0,1.0
822081454862882995,Casa de Sito,Entire home/apt,78724,7+ guests,243.44,115.9571553350606,109.93961027810238,99.09677419354838,3,99.0909090909091,97.5562072336266,98.32355816226784,98.86480938416422,0.9643835616438357,0.0
1404349270335192843,"4 Mi to Dtwn Austin: WFH-Friendly Gem, Pool Access",Entire home/apt,78741,3-4 guests,279.65,96.57013953736384,189.5822677068836,98.92834051240943,5,96.43206256109482,99.89247311827957,98.16226783968719,98.69851871059277,0.9972602739726028,2.0
1133280464547453595,SoCo Austin  Stay - Walk to DT | Parking Pool Gym,Entire home/apt,78704,7+ guests,3029.54,423.7830120318481,614.8800008463587,99.95698924731184,5,93.89051808406647,96.54936461388074,95.2199413489736,98.53587487781036,0.8082191780821918,1.0
1708874472102377932,Austin Get away for Music Festival and F1 Racing,Entire home/apt,78723,1-2 guests,456.5,155.6739007742226,193.24119054617404,99.08290096999774,1,95.43499511241447,98.50439882697947,96.96969696969697,98.44893976990751,0.0082191780821917,0.0
1270139225068079799,Spacious Clean Safe 1 Bedroom 9mins from COTA,Entire home/apt,78744,3-4 guests,799.0,151.64521060042642,426.8877248654454,99.77053354247651,1,97.32160312805475,93.0987292277615,95.21016617790812,98.40242333310599,1.0,0.0
1550198377413711246,Skyfall Retreat,Entire home/apt,78734,7+ guests,3424.0,1145.837837029777,198.82064366766247,99.57746823069404,0,92.53176930596285,97.35092864125122,94.94134897360703,98.18663245356794,0.4904109589041096,2.0
812448064577512168,Hill country retreat,Private room,78737,1-2 guests,1070.0,182.63198749258763,485.87765193292194,99.8435972629521,1,94.98533724340176,93.48973607038124,94.2375366568915,98.16177908113391,0.736986301369863,0.0
1021924434563543067,5 Mi to Dtwn Austin: Vibrant Home w/ Patio,Entire home/apt,78741,7+ guests,655.0,290.0504059591004,125.82281787682126,98.35539627479704,3,98.1524926686217,97.13587487781035,97.64418377321603,98.14203252432273,0.8986301369863013,1.0
